query_id,estrategia,versao,query_text,modelo,rank,doc_id,score,relevante_para_query_original
167,Remocao de termos (compressao),original,exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment .,BM25,8,1226,14.097070317451422,False
167,Remocao de termos (compressao),original,exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment .,BM25,9,1098,14.066936904172493,False
167,Remocao de termos (compressao),original,exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment .,BM25,10,1065,13.63475721913917,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,1,553,0.4164657419784312,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,2,1099,0.3721038930367335,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,3,1097,0.34675865575542053,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,4,1100,0.32793488057339754,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,5,1241,0.26287256748057686,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,6,1096,0.23509437803564404,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,7,1098,0.21076704024308385,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,8,877,0.18269198874115283,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,9,274,0.17830624216426127,True
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,Vetorial,10,1065,0.17132398027581702,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,1,274,17.671079767017844,True
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,2,553,16.78490906866183,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,3,1100,15.275672300661956,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,4,1096,14.799876094671065,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,5,1226,14.097070317451422,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,6,1098,14.066936904172493,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,7,82,13.90209653637815,True
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,8,1099,13.492259037448251,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,9,1097,13.481913786098236,False
167,Remocao de termos (compressao),modificada,the ablative mass loss of a material ablating at high temperatures .,BM25,10,1241,12.057781973876331,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,1,1045,0.36684350918187264,True
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,2,839,0.29329769013654267,True
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,3,763,0.24312499871566035,True
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,4,1046,0.24187890088443664,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,5,1051,0.23456494611937997,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,6,838,0.21822917967719413,True
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,7,1126,0.21149461996566843,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,8,1176,0.2076902948354907,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,9,1121,0.20721426444716745,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,Vetorial,10,1116,0.19576583675943338,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,1,1126,19.538690044947476,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,2,1051,17.543769025586148,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,3,827,17.27747461989508,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,4,1045,16.98398447655898,True
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,5,641,16.900163827159947,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,6,928,15.146296985710352,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,7,520,14.677522952781745,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,8,839,14.520937052903829,True
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,9,1046,13.595538348932415,False
145,Sinonimo (cylinders -> shells),original,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending .,BM25,10,1121,13.425842549658077,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,1,930,0.2792838008784778,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,2,1045,0.24913505894528873,True
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,3,1044,0.24073710192587483,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,4,841,0.22743379162054808,True
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,5,826,0.22356187647095466,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,6,1126,0.22141646256827135,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,7,839,0.21286301274868497,True
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,8,1068,0.2128038509122994,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,9,1070,0.20710520199286467,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,Vetorial,10,739,0.19565246241311274,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,1,1126,20.120780196571413,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,2,827,19.18050321465218,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,3,1051,16.903906605118287,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,4,641,16.900163827159947,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,5,1013,14.490958979084068,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,6,826,14.086655651615068,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,7,928,13.778185248193715,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,8,1171,13.728424715379974,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,9,765,13.459061264957159,False
145,Sinonimo (cylinders -> shells),modificada,what are the best experimental data and classical small deflection theory analyses available for pressurized shells in bending .,BM25,10,454,13.184619088693333,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,1,760,0.5350053473350266,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,2,1122,0.5012927394496743,True
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,3,822,0.47631609506337946,True
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,4,1126,0.4513078091644276,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,5,739,0.44246948288238064,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,6,897,0.4397832257151894,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,7,1172,0.43519253742096875,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,8,1013,0.43479020978788185,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,9,740,0.40301415636781923,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,Vetorial,10,741,0.4006608118524161,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,1,760,29.18543084263297,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,2,1122,28.632916395111966,True
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,3,822,27.60269704836758,True
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,4,1126,24.342693516558057,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,5,1172,24.257295044017734,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,6,739,24.018847197644487,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,7,897,23.76040370758088,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,8,1051,23.15656032175571,True
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,9,740,23.085815939252036,False
100,Mais especifica (acrescimo de qualificadores),original,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression .,BM25,10,885,22.609881909212866,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,1,760,0.4547047214599977,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,2,1067,0.4389864328961443,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,3,822,0.4347748435487647,True
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,4,1122,0.4260521443323903,True
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,5,1172,0.4243983526755952,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,6,739,0.4104765880012742,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,7,1126,0.4021825466486516,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,8,1013,0.39979107724727286,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,9,740,0.3893668662431018,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,Vetorial,10,897,0.3737747858927099,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,1,1172,32.2693024410225,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,2,822,30.74806185566505,True
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,3,760,29.18543084263297,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,4,1122,28.632916395111966,True
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,5,1067,28.561459778676202,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,6,739,27.337545750545917,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,7,740,26.759101558849963,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,8,1126,26.554667672033702,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,9,885,26.539689457950043,False
100,Mais especifica (acrescimo de qualificadores),modificada,what are the effects of small initial geometric imperfections on the elastic buckling of thin cylindrical shells under axial compression .,BM25,10,1013,24.82989736700345,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,1,192,0.29116641055417986,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,2,1301,0.28455890628396724,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,3,326,0.2480173981445084,True
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,4,494,0.2261701861575096,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,5,1259,0.21782419418811907,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,6,337,0.21712620140821534,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,7,1112,0.21620293277848474,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,8,273,0.21081571011352326,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,9,498,0.20767895589258256,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,Vetorial,10,27,0.19606464582148558,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,1,192,17.34819649056726,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,2,326,16.194144063690644,True
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,3,1259,15.33520104516871,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,4,494,14.894712357435457,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,5,273,14.49595943026867,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,6,801,14.369222784554045,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,7,541,14.056464014896358,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,8,337,14.043905245215392,False
